EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
859977,LA PAZ CO.,VICKSBURG,11/28/2019,2100,Flash Flood,,,0,0,40000,0,AZ,MST-7,,143336,C,12,PSR,0,0,Law Enforcement,Heavy Rain,,,4,S,5,SSW,VICKSBURG,11/29/2019,330,33.691,-113.7493,33.6902,-113.7848,"Widespread rain, moderate to heavy at times, developed across portions of La Paz County during the evening hours on November 28th; the heavy rain led to some flash flooding across central portions of the county which persisted into the early morning hours of the 29th. According to local law enforcement, at 2324MST flash flooding resulted in two vehicles becoming stuck in a wash along Vicksburg Road, about 2 miles to the southwest of Vicksburg. The cars were stranded with water up to the bottom of the car door windows. There were no reports of injuries as a result of the flooding however.","A powerful Pacific low pressure system moving into the desert southwest resulted in significant rains along with embedded thunderstorms that developed across portions of La Paz County during the evening hours on November 28th. Rainfall was moderate to heavy at times and resulted in flash flooding over portions of the County; as the low slowly moved east the heavy rain and resulting flash flooding persisted into the morning hours on the 29th. Multiple Flash Flood Warnings were issued. Initially, flash flooding occurred near Quartzsite; as of 2022MST all washes were flooded out along Highway 95 and by about 2300MST flash flooding was occurring in central La Paz County. About 2 miles southwest of Vicksburg, 2 vehicles became stuck in a flowing wash. Flash flooding persisted after midnight and at 0053MST washes were running along State Route 72 with the road becoming impassable.",54
866082,MOHAVE CO.,(LHU)LAKE HAVASU CIT,11/28/2019,2003,Flash Flood,,,0,0,20000,0,AZ,MST-7,,143921,C,15,VEF,0,0,Public,Heavy Rain,,,4,N,1,NNE,(LHU)LAKE HAVASU CIT,11/28/2019,2200,34.5048,-114.3654,34.4655,-114.3599,"Several roads in Lake Havasu City were flooded, and two vehicles were swept into a wash.","A large winter storm brought heavy rain and snow to the Mojave Desert and southern Great Basin, causing major impacts to the Thanksgiving holiday traffic.",55
859891,LA PAZ CO.,QUARTZSITE,11/28/2019,1950,Flash Flood,,,0,0,2000,0,AZ,MST-7,,143336,C,12,PSR,0,0,Law Enforcement,Heavy Rain,,,10,SSE,11,SSW,QUARTZSITE,11/29/2019,330,33.523,-114.1266,33.5131,-114.3014,"A powerful Pacific low pressure system developing over the desert southwest led to widespread rain across portions of La Paz County during the evening hours. Rain was moderate to heavy at times and resulted in some flash flooding that occurred near the community of Quartzsite. According to the La Paz County Sheriff's Office, at 2022MST flash flooding resulted in all washes being flooded out along Highway 95 from milepost 90 north to the town of Quartzsite. The report was initiated from French Creek in the middle of the flooded area. Fortunately there were no reports of accidents in the area due to the flooded roads and hazardous driving conditions.","A powerful Pacific low pressure system moving into the desert southwest resulted in significant rains along with embedded thunderstorms that developed across portions of La Paz County during the evening hours on November 28th. Rainfall was moderate to heavy at times and resulted in flash flooding over portions of the County; as the low slowly moved east the heavy rain and resulting flash flooding persisted into the morning hours on the 29th. Multiple Flash Flood Warnings were issued. Initially, flash flooding occurred near Quartzsite; as of 2022MST all washes were flooded out along Highway 95 and by about 2300MST flash flooding was occurring in central La Paz County. About 2 miles southwest of Vicksburg, 2 vehicles became stuck in a flowing wash. Flash flooding persisted after midnight and at 0053MST washes were running along State Route 72 with the road becoming impassable.",56
866078,MOHAVE CO.,MOHAVE VALLEY,11/28/2019,1940,Flash Flood,,,0,0,1000,0,AZ,MST-7,,143921,C,15,VEF,0,0,Department of Highways,Heavy Rain,,,6,SE,1,W,GOLDEN SHORES,11/28/2019,2130,34.8628,-114.5323,34.7788,-114.4945,County Road 1 was closed from Golden Shores to Courtwright Road.,"A large winter storm brought heavy rain and snow to the Mojave Desert and southern Great Basin, causing major impacts to the Thanksgiving holiday traffic.",57
866081,MOHAVE CO.,GOLDEN VALLEY,11/28/2019,1940,Flash Flood,,,0,1,20000,0,AZ,MST-7,,143921,C,15,VEF,0,0,Emergency Manager,Heavy Rain,,,5,WNW,4,NE,GOLDEN VALLEY,11/28/2019,2359,35.2565,-114.2913,35.2551,-114.1636,"Several swift water rescues occurred near the intersection of Aztec and Chino, and numerous roads were closed. One rescuer suffered a leg injury.","A large winter storm brought heavy rain and snow to the Mojave Desert and southern Great Basin, causing major impacts to the Thanksgiving holiday traffic.",58
866075,MOHAVE CO.,GOLDEN SHORES,11/28/2019,1930,Flash Flood,,,0,0,1000,0,AZ,MST-7,,143921,C,15,VEF,0,0,Department of Highways,Heavy Rain,,,1,NNW,3,W,GOLD ROAD,11/28/2019,2200,34.7895,-114.484,35.0469,-114.425,Oatman Highway was closed between mile markers 6 and 40.,"A large winter storm brought heavy rain and snow to the Mojave Desert and southern Great Basin, causing major impacts to the Thanksgiving holiday traffic.",59
859996,LA PAZ CO.,SALOME,11/28/2019,1130,Flash Flood,,,0,0,30000,0,AZ,MST-7,,143336,C,12,PSR,0,0,Law Enforcement,Heavy Rain,,,1,ESE,1,E,SALOME,11/29/2019,330,33.7763,-113.6125,33.7806,-113.6068,"A powerful Pacific low pressure system developing over the desert southwest interacted with deep moisture to produce widespread rain across the central and east portions of La Paz County during the early morning hours on November 29th. Isolated thunderstorms were embedded within the areas of rain, locally enhancing rain totals. The heavy rain led to some flash flooding that impacted areas around the community of Salome. According to the La Paz County Sheriff's Office, flash flooding caused the road to be washed away at Avenue B in Salome. Estimated time of the flooding was about 0120MST; the time of the impact was based on data from a Maricopa County Flood Control gage that crested at 3.86 feet at 0158MST. Flooding was estimated based on when the action stage was reached at which point there was potential for channel breakouts to begin along Centennial Wash.","A powerful Pacific low pressure system moving into the desert southwest resulted in significant rains along with embedded thunderstorms that developed across portions of La Paz County during the evening hours on November 28th. Rainfall was moderate to heavy at times and resulted in flash flooding over portions of the County; as the low slowly moved east the heavy rain and resulting flash flooding persisted into the morning hours on the 29th. Multiple Flash Flood Warnings were issued. Initially, flash flooding occurred near Quartzsite; as of 2022MST all washes were flooded out along Highway 95 and by about 2300MST flash flooding was occurring in central La Paz County. About 2 miles southwest of Vicksburg, 2 vehicles became stuck in a flowing wash. Flash flooding persisted after midnight and at 0053MST washes were running along State Route 72 with the road becoming impassable.",60
863326,GILA CO.,ROOSEVELT GRPVN ARPT,11/20/2019,1900,Flash Flood,,,0,0,20000,0,AZ,MST-7,,143098,C,7,PSR,0,0,Emergency Manager,Heavy Rain,,,5,ESE,2,SE,ROOSEVELT GRPVN ARPT,11/21/2019,100,33.6075,-110.9728,33.6065,-111.0251,"Scattered to numerous showers, along with embedded thunderstorms, developed to the east of Phoenix during the late afternoon and evening hours on November 20th. Rainfall was heavy at times with peak rain rates over 1 inch per hour, and this led to some flash flooding that affected the far eastern portion of Maricopa County as well as Apache Junction. Flash flooding even occurred over portions of the Woodbury burn scar area. According to a local emergency manager, flood waters from an engorged Campaign Creek flowed into and flooded a home along Ash Street in the Roosevelt Estates, located about 8 miles southeast of Roosevelt. Water was seen to be upwards of 9 inches along the sides of the house, and ash from the Woodbury burn scar area was present in the floodwaters. Fortunately there were no reports of injuries.","Deep moisture, some of it tropical in nature, interacted with a pair of upper level low pressure systems and led to the development of widespread rain and isolated thunderstorms across south-central Arizona during the evening hours on the 20th. Some of the heaviest rain, with measured storm total rainfall amounts generally around 2-4 inches, occurred over higher terrain east of Phoenix including the Woodbury burn scar. Banding and training of storms led to higher rainfall amounts in a shorter period of time, accelerating flash flood impacts across the burn scar. As an example of the flash flooding that occurred, at about 1930MST the public reported a rise of 15 feet along Campaign Creek about 10 miles to the southeast of Roosevelt. The heavy flow washed away an out-building in the area.",61
859862,MARICOPA CO.,TORTILLA FLAT,11/20/2019,1850,Flash Flood,,,0,0,25000,0,AZ,MST-7,,143098,C,13,PSR,0,0,Public,Heavy Rain,,,22,E,14,ESE,TORTILLA FLAT,11/20/2019,2245,33.4939,-111.0081,33.4669,-111.1438,"Deep moisture, some of it tropical in nature, interacted with a pair of low pressure systems to produce widespread moderate to heavy rain across the high terrain east of Phoenix during evening hours on November 20th. The heavy rain resulted in episodes of flash flooding that impacted the Woodbury burn scar area. According to a report from the public, at 1930MST flash flooding resulted in a rise of 15 feet along upper Campaign Creek, about 10 miles to the southeast of the town of Roosevelt. The heavy flow washed away an out-building in the area. There were no reports of injuries due to the flash flooding, fortunately.","Deep moisture, some of it tropical in nature, interacted with a pair of upper level low pressure systems and led to the development of widespread rain and isolated thunderstorms across south-central Arizona during the evening hours on the 20th. Some of the heaviest rain, with measured storm total rainfall amounts generally around 2-4 inches, occurred over higher terrain east of Phoenix including the Woodbury burn scar. Banding and training of storms led to higher rainfall amounts in a shorter period of time, accelerating flash flood impacts across the burn scar. As an example of the flash flooding that occurred, at about 1930MST the public reported a rise of 15 feet along Campaign Creek about 10 miles to the southeast of Roosevelt. The heavy flow washed away an out-building in the area.",62
859863,MARICOPA CO.,TORTILLA FLAT,11/20/2019,1850,Flash Flood,,,0,0,5000,0,AZ,MST-7,,143098,C,13,PSR,0,0,Public,Heavy Rain,,,10,E,3,SSE,TORTILLA FLAT,11/20/2019,2245,33.5019,-111.2051,33.4975,-111.3577,"Deep moisture, some of it tropical in nature, interacted with a pair of low pressure systems to produce locally heavy rain across the high terrain east of Phoenix during the evening hours on November 20th. The heavy rain resulted in episodes of flash flooding that impacted the Woodbury burn scar and areas near the scar. At about 2000MST, a public report was received that described a rapid rise of water and out of the bank flooding along Lewis and Pranty Creek below the Woodbury fire's burn scar. A bit later, at 2025MST, a mesonet gage on Fish Creek located 5 miles east of Tortilla Flat reported a rapid rise of over 4 feet. The USGS stream gage was located below the Woodbury fire burn scar. Fortunately there were no reports of injuries due to the flash flooding.","Deep moisture, some of it tropical in nature, interacted with a pair of upper level low pressure systems and led to the development of widespread rain and isolated thunderstorms across south-central Arizona during the evening hours on the 20th. Some of the heaviest rain, with measured storm total rainfall amounts generally around 2-4 inches, occurred over higher terrain east of Phoenix including the Woodbury burn scar. Banding and training of storms led to higher rainfall amounts in a shorter period of time, accelerating flash flood impacts across the burn scar. As an example of the flash flooding that occurred, at about 1930MST the public reported a rise of 15 feet along Campaign Creek about 10 miles to the southeast of Roosevelt. The heavy flow washed away an out-building in the area.",63
858405,YAVAPAI CO.,CANYON,11/20/2019,1730,Flash Flood,,,0,0,0,0,AZ,MST-7,,143084,C,25,FGZ,0,0,Mesonet,Heavy Rain,,,0,N,5,SW,MAYER,11/20/2019,2030,34.07,-112.15,34.3546,-112.2948,The Agua Fria River at Black Canyon City rose 5.5 feet in less than 3 hours.,A low pressure center off the coast of Baja California moved east-northeast across Arizona on November 21 and 22. This brought deep moisture over Arizona with showers and thunderstorms. These storms produced locally heavy rain and flash flooding.,64
859723,MARICOPA CO.,NEW RIVER,11/20/2019,1230,Flash Flood,,,0,0,30000,0,AZ,MST-7,,142908,C,13,PSR,0,0,Fire Department/Rescue,Heavy Rain,,,8,S,8,S,NEW RIVER,11/20/2019,2130,33.8013,-112.1035,33.7999,-112.1307,"Widespread rains, moderate to locally heavy, developed across the northern portion of the greater Phoenix area during the afternoon hours on November 20th. The heavy rain resulted in episodes of flash flooding, some of which occurred north of Deer Valley and south of New River. Some of the flooding started early resulting in a large Flash Flood Warning being issued at 1230MST. Flooding continued well into the evening, and at 1908MST local fire and rescue reported that a swift water rescue was underway about 7 miles south of New River, to the east of Interstate 17 and north of the Carefree Highway. The Flash Flood Warning, which was in effect at the time of the rescue, continued through 2130MST. There were no reports of injuries, fortunately.","Tropical moisture paired with a couple upper low systems led to the development of widespread rain and isolated thunderstorms across south-central Arizona over the course of the 19th through the 21st. Most areas across Maricopa, northern Pinal, and Gila counties measured 1-2 inches of rainfall with higher terrain spots north and east of Phoenix picking up 2-4 inches. The significant heavy rain, which lead to episodes of flash flooding in the Phoenix area, occurred on the 20th. Periods of training storms resulted in flash flooding with running washes, road closures, and localized urban flooding.",65
859719,MARICOPA CO.,NEW RIVER,11/20/2019,1230,Flash Flood,,,0,0,2000,0,AZ,MST-7,,142908,C,13,PSR,0,0,County Official,Heavy Rain,,,6,SSE,5,SSE,NEW RIVER,11/20/2019,2130,33.8345,-112.1048,33.8441,-112.1044,"Widespread rains, moderate to locally heavy, developed across the northern portions of the greater Phoenix area during the afternoon hours on November 20th. Isolated thunderstorms also were present, helping to enhance rain totals. The heavy rain led to some flash flooding across far north portions of Phoenix which affected areas just to the south of the town of New River. At 1257MST, flash flooding forced a road closure near 19th Avenue and Irvine Road, located about 6 miles south-southeast of New River. The report was received via county official. A bit later at 1443MST, data from Maricopa County Flood Control District streamgage indicated that Desert Hills Drive was impassable at Skunk Creek. The flooding was located just east of the earlier report. No accidents were reported due to the flash flooding.","Tropical moisture paired with a couple upper low systems led to the development of widespread rain and isolated thunderstorms across south-central Arizona over the course of the 19th through the 21st. Most areas across Maricopa, northern Pinal, and Gila counties measured 1-2 inches of rainfall with higher terrain spots north and east of Phoenix picking up 2-4 inches. The significant heavy rain, which lead to episodes of flash flooding in the Phoenix area, occurred on the 20th. Periods of training storms resulted in flash flooding with running washes, road closures, and localized urban flooding.",66
859859,MARICOPA CO.,PHOENIX TURF ARPT,11/20/2019,1230,Flash Flood,,,0,0,0,0,AZ,MST-7,,142908,C,13,PSR,0,0,Mesonet,Heavy Rain,,,1,SE,1,WSW,PHOENIX TURF ARPT,11/20/2019,2130,33.6219,-112.0679,33.6243,-112.0929,"Widespread rain, moderate to heavy at times, developed across the northern portion of the greater Phoenix area during the afternoon hours on November 20th. The heavy rains, which affected areas around the community of Deer Valley, led to episodes of flash flooding which necessitated the issuance of a flash flood warning at 1229MST. The rain persisted well into the evening and the warning was eventually extended through 2130MST. According to data from a mesonet gage, a part of the Maricopa County Flood Control District network, heavy rain led to flash flooding at 7th Avenue at the east fork of Cave Creek, about 3 miles southeast of Deer Valley. The gage was located a short distance upstream of 7th Avenue. There were no reports of accidents related to the flash flooding, fortunately.","Tropical moisture paired with a couple upper low systems led to the development of widespread rain and isolated thunderstorms across south-central Arizona over the course of the 19th through the 21st. Most areas across Maricopa, northern Pinal, and Gila counties measured 1-2 inches of rainfall with higher terrain spots north and east of Phoenix picking up 2-4 inches. The significant heavy rain, which lead to episodes of flash flooding in the Phoenix area, occurred on the 20th. Periods of training storms resulted in flash flooding with running washes, road closures, and localized urban flooding.",67
859858,MARICOPA CO.,PHOENIX DEER VLY ARP,11/20/2019,1230,Flash Flood,,,0,0,0,0,AZ,MST-7,,142908,C,13,PSR,0,0,Mesonet,Heavy Rain,,,5,NNW,5,NNW,PHOENIX DEER VLY ARP,11/20/2019,2130,33.7478,-112.099,33.7443,-112.1182,"Widespread rains, moderate to heavy at times, developed across the northern portion of the greater Phoenix area during the afternoon hours on November 20th. The heavy rains led to episodes of flash flooding, necessitating the initial issuance of a Flash Flood Warning at 1229MST. Some of the flash flooding occurred near and just north of the town of Deer Valley. According to data from a local mesonet station, a part of the Maricopa County Flood Control District network, flash flooding resulted in the closure of the North Valley Parkway road crossing at Sonoran Wash; the crossway became impassable at 1428MST. The flooded crossing was located about 6 miles north of Deer Valley. Fortunately there were no accidents reported due to the flash flooding.","Tropical moisture paired with a couple upper low systems led to the development of widespread rain and isolated thunderstorms across south-central Arizona over the course of the 19th through the 21st. Most areas across Maricopa, northern Pinal, and Gila counties measured 1-2 inches of rainfall with higher terrain spots north and east of Phoenix picking up 2-4 inches. The significant heavy rain, which lead to episodes of flash flooding in the Phoenix area, occurred on the 20th. Periods of training storms resulted in flash flooding with running washes, road closures, and localized urban flooding.",68
859724,MARICOPA CO.,NEW RIVER,11/20/2019,1230,Flash Flood,,,0,0,0,0,AZ,MST-7,,142908,C,13,PSR,0,0,Department of Highways,Heavy Rain,,,9,S,9,S,NEW RIVER,11/20/2019,2130,33.7957,-112.1452,33.796,-112.155,"Widespread rain, moderate to locally heavy, developed across the northern portion of the greater Phoenix area during the afternoon hours on November 20th. The heavy rain led to episodes of flash flooding in areas between New River and Deer Valley; the flooding resulted in an initial issuance of a large Flash Flood Warning at 1230MST. Flooding continue into the evening and at 1845MST, the Arizona Department of Highways reported that North Long Shot Road was closed, just north of the Carefree Highway. The flash flood warning was in effect at the time of the flooding and remained in effect through 2130MST. No accidents were reported due to the flash flooding.","Tropical moisture paired with a couple upper low systems led to the development of widespread rain and isolated thunderstorms across south-central Arizona over the course of the 19th through the 21st. Most areas across Maricopa, northern Pinal, and Gila counties measured 1-2 inches of rainfall with higher terrain spots north and east of Phoenix picking up 2-4 inches. The significant heavy rain, which lead to episodes of flash flooding in the Phoenix area, occurred on the 20th. Periods of training storms resulted in flash flooding with running washes, road closures, and localized urban flooding.",69
859705,MARICOPA CO.,PERRYVILLE,11/20/2019,830,Flash Flood,,,0,0,2000,0,AZ,MST-7,,142908,C,13,PSR,0,0,Department of Highways,Heavy Rain,,,3,NE,2,ENE,PERRYVILLE,11/20/2019,1130,33.46,-112.44,33.4463,-112.4379,"Widespread rain, moderate to locally heavy, developed during the morning hours across the western portion of the greater Phoenix metropolitan area on November 20th. Isolated thunderstorms also were embedded in the rain, locally enhancing rainfall totals. The heavy rain resulted in a few episodes of flash flooding that affected areas around the town of Goodyear. At about 0856MST, the city of Goodyear reported several instances of flash flooding along Citrus Road that resulted in street closures. Citrus road was reported closed from Van Buren Street to Roosevelt Street; additionally Mcdowell Road westbound from Cotton Lane to Citrus Road was closed. They also reported that Citrus Road was closed from Thomas Road to Indian School Road. Finally, at 0913MST the department of highways reported that McDowell Road eastbound and westbound was closed between 187th Avenue and 191st Avenue due to flooding. There were no reports of accidents due to the flash flooding.","Tropical moisture paired with a couple upper low systems led to the development of widespread rain and isolated thunderstorms across south-central Arizona over the course of the 19th through the 21st. Most areas across Maricopa, northern Pinal, and Gila counties measured 1-2 inches of rainfall with higher terrain spots north and east of Phoenix picking up 2-4 inches. The significant heavy rain, which lead to episodes of flash flooding in the Phoenix area, occurred on the 20th. Periods of training storms resulted in flash flooding with running washes, road closures, and localized urban flooding.",70
859716,MARICOPA CO.,CAVE CREEK,11/20/2019,830,Flash Flood,,,0,0,0,0,AZ,MST-7,,142908,C,13,PSR,0,0,Department of Highways,Heavy Rain,,,6,WSW,8,WSW,CAVE CREEK,11/20/2019,1130,33.7991,-112.054,33.8001,-112.0816,"Widespread rain, moderate to locally heavy, developed across the greater Phoenix area during the morning hours on November 20th. Isolated thunderstorms were embedded within the rain, locally enhancing rain totals. The heavy rain resulted in some flash flooding that affected the northern portion of the Phoenix area including around the community of Cave Creek. According to a report from the Arizona Department of Highways, at 0927MST flash flooding resulted in the closure of the intersection of 7th Street and Cloud Road. There were no reports of accidents due to the flash flooding.","Tropical moisture paired with a couple upper low systems led to the development of widespread rain and isolated thunderstorms across south-central Arizona over the course of the 19th through the 21st. Most areas across Maricopa, northern Pinal, and Gila counties measured 1-2 inches of rainfall with higher terrain spots north and east of Phoenix picking up 2-4 inches. The significant heavy rain, which lead to episodes of flash flooding in the Phoenix area, occurred on the 20th. Periods of training storms resulted in flash flooding with running washes, road closures, and localized urban flooding.",71
859712,MARICOPA CO.,PHOENIX DEER VLY ARP,11/20/2019,830,Flash Flood,,,0,0,0,0,AZ,MST-7,,142908,C,13,PSR,0,0,Emergency Manager,Heavy Rain,,,2,ESE,2,ESE,PHOENIX DEER VLY ARP,11/20/2019,1130,33.667,-112.0468,33.6671,-112.0533,"Widespread rain developed across the greater Phoenix area during the morning hours on November 20th; isolated thunderstorms were embedded in the areas of rain and they locally enhanced rain totals. Moderate to heavy rains affected areas to the northeast of Phoenix, including the community of Deer Valley, and resulted in some flash flooding. At 0930MST a local emergency manager reported that flash flooding forced the closure of an intersection about 4 miles east of Deer Valley. The intersection was near the Pima Freeway (Loop 101) and North 16th Street. No accidents were reported due to the flash flooding.","Tropical moisture paired with a couple upper low systems led to the development of widespread rain and isolated thunderstorms across south-central Arizona over the course of the 19th through the 21st. Most areas across Maricopa, northern Pinal, and Gila counties measured 1-2 inches of rainfall with higher terrain spots north and east of Phoenix picking up 2-4 inches. The significant heavy rain, which lead to episodes of flash flooding in the Phoenix area, occurred on the 20th. Periods of training storms resulted in flash flooding with running washes, road closures, and localized urban flooding.",72
859710,MARICOPA CO.,PHOENIX DEER VLY ARP,11/20/2019,830,Flash Flood,,,0,0,2000,0,AZ,MST-7,,142908,C,13,PSR,0,0,Department of Highways,Heavy Rain,,,7,ENE,6,ENE,PHOENIX DEER VLY ARP,11/20/2019,1130,33.7268,-111.9696,33.7204,-111.988,"Widespread rains, moderate to locally heavy, developed across the greater Phoenix area during the morning hours on November 20th. Isolated thunderstorms were embedded within the areas of rain, locally enhancing rain totals. The heavy rains led to episodes of flash flooding, some of which affected the northeast portion of the Phoenix area including areas around the communities of Cave Creek. According to the Arizona Department of Highways, at 0951MST flash flooding caused the flooding of Tatum Boulevard  between Dynamite Boulevard and Jomax Road. Tatum was closed in both the northbound and southbound directions. In addition, just a few minutes later a local emergency manager reported that Peak View Road was closed due to flooding about 6 miles southwest of Cave Creek. Fortunately there were no reports of accidents due to the flash flooding.","Tropical moisture paired with a couple upper low systems led to the development of widespread rain and isolated thunderstorms across south-central Arizona over the course of the 19th through the 21st. Most areas across Maricopa, northern Pinal, and Gila counties measured 1-2 inches of rainfall with higher terrain spots north and east of Phoenix picking up 2-4 inches. The significant heavy rain, which lead to episodes of flash flooding in the Phoenix area, occurred on the 20th. Periods of training storms resulted in flash flooding with running washes, road closures, and localized urban flooding.",73
859714,MARICOPA CO.,PHOENIX TURF ARPT,11/20/2019,800,Flash Flood,,,0,0,2000,0,AZ,MST-7,,142908,C,13,PSR,0,0,Broadcast Media,Heavy Rain,,,2,SW,3,WSW,PHOENIX TURF ARPT,11/20/2019,1130,33.612,-112.1049,33.6143,-112.134,"Widespread rain, moderate to locally heavy, developed across the greater Phoenix area during the morning hours on November 20th. Isolated thunderstorms were embedded within the rain, locally enhancing rain totals. Some of the heavy rain affected the northeast portions of the Phoenix area including the town of Deer Valley, and resulted in an episode of flash flooding. According to local broadcast media, at 0846MST flash flooding resulted in the underpass at Interstate 17 and Greenway Road becoming closed. No accidents or injuries were reported.","Tropical moisture paired with a couple upper low systems led to the development of widespread rain and isolated thunderstorms across south-central Arizona over the course of the 19th through the 21st. Most areas across Maricopa, northern Pinal, and Gila counties measured 1-2 inches of rainfall with higher terrain spots north and east of Phoenix picking up 2-4 inches. The significant heavy rain, which lead to episodes of flash flooding in the Phoenix area, occurred on the 20th. Periods of training storms resulted in flash flooding with running washes, road closures, and localized urban flooding.",74
863946,MOHAVE CO.,WALAPAI,11/20/2019,734,Flash Flood,,,0,0,1000,0,AZ,MST-7,,143915,C,15,VEF,0,0,County Official,Heavy Rain,,,12,N,16,E,DOLAN SPGS,11/20/2019,1000,35.5167,-113.8558,35.6203,-113.9217,Antares Road was closed from Pierce Ferry Road to mile marker 22.,Two low pressure areas interacted and brought widespread rain and flooding to the Mojave Desert.,75
863944,MOHAVE CO.,GRIFFITH,11/20/2019,626,Flash Flood,,,0,0,1000,0,AZ,MST-7,,143915,C,15,VEF,0,0,County Official,Heavy Rain,,,7,W,5,W,GRIFFITH,11/20/2019,830,35.0614,-114.2369,35.075,-114.2138,Oatman Highway was closed from mile marker 26 to 39.,Two low pressure areas interacted and brought widespread rain and flooding to the Mojave Desert.,76
863943,MOHAVE CO.,DOLAN SPGS,11/20/2019,520,Flash Flood,,,0,0,1000,0,AZ,MST-7,,143915,C,15,VEF,0,0,County Official,Heavy Rain,,,6,NNE,6,NNE,DOLAN SPGS,11/20/2019,700,35.699,-114.1736,35.7008,-114.1708,Pierce Ferry Road was closed from mile marker 15 to 18 due to flooding of the Archibald Wash.,Two low pressure areas interacted and brought widespread rain and flooding to the Mojave Desert.,77
863942,MOHAVE CO.,GOLDEN VALLEY,11/20/2019,500,Flash Flood,,,0,0,5000,0,AZ,MST-7,,143915,C,15,VEF,0,0,County Official,Heavy Rain,,,5,W,0,SSE,GOLDEN VALLEY,11/20/2019,900,35.2191,-114.3015,35.2165,-114.2177,Several roads were closed due to flooding.,Two low pressure areas interacted and brought widespread rain and flooding to the Mojave Desert.,78
859166,MARICOPA CO.,GILA BEND,11/19/2019,1900,Flash Flood,,,0,0,20000,0,AZ,MST-7,,143233,C,13,PSR,0,0,Public,Heavy Rain,,,4,ESE,2,SE,GILA BEND,11/19/2019,2100,32.9324,-112.6484,32.9323,-112.6985,Widespread showers and isolated thunderstorms developed across the central deserts southwest of Phoenix during the evening hours on November 19th. The locally heavy rain resulted in an episode of flash flooding near the town of Gila Bend. At 1930MST a member of the public reported that a vehicle was stuck in a low water crossing about 2 miles to the east of Gila Bend. There were no reports of injuries to the trapped motorist.,A large area of low pressure developing to the west of Arizona advected considerable amounts of moisture into Arizona on November 19th. Widespread showers and a few thunderstorms developed across the central deserts during the evening hours; some of them produced moderate to heavy rains which led to an episode of flash flooding near the town of Gila Bend. During the early evening a member of the public reported that a vehicle was stuck in a low water crossing about 2 miles east of Gila Bend. Fortunately there were no reports of injuries to the trapped motorist.,79
859169,PINAL CO.,ELOY,11/19/2019,1800,Flash Flood,,,0,0,0,0,AZ,MST-7,,143236,C,21,PSR,0,0,Department of Highways,Heavy Rain,,,4,WSW,3,E,SHOPISHK,11/19/2019,2200,32.7198,-111.6088,32.7199,-111.7355,"A strong low developing west of Arizona began to spread considerable moisture, some of it tropical in nature, into central and southeast Arizona during the evening hours on November 19th. Widespread showers and isolated thunderstorms developed leading to moderate or even heavy rain at times. The heavy rain caused some flash flooding southeast of Phoenix and around the town of Arizona City during the early evening. According to the Arizona Department of Highways, flash flooding caused the closure of Alsdorf Road from Sunland Gin to Lamb Roads. Other minor flooding was also reported in Casa Grande, however this did not result in road closures.","A strong upper low developing to the west of northwest of Arizona began to import significant amounts of moisture, some of it tropical in nature, into southern Arizona on November 19th. Widespread showers and isolated thunderstorms developed across the central deserts, and moderate to locally heavy rainfall developed. The heavy rain resulted in an episode of flash flooding to the southeast of Phoenix during the early evening hours. Flash flooding resulted in road closures in the town of Arizona City as reported by the Arizona Department of Highways. There were no reports of accidents or injuries due to the flash flooding.",80
